Date,Sales,Quantity_Sold,Cost_of_Sales,Price_Per_Unit,Gross_Profit,Gross_Profit_Percent,GP_Per_Unit,Day_Of_Week,Month,Year,Promo_Flag,Seasonality_Group
2015-06-20,169304,4027,162288,42.04,7016.37,4.14,1.74,7,6,2015,Normal,Low Season
2015-06-21,89512,2128,85782,42.06,3730.44,4.17,1.75,1,6,2015,Normal,Low Season
2015-06-22,85984,2046,82427,42.03,3556.84,4.14,1.74,2,6,2015,Normal,Low Season
2015-06-23,64956,1546,62170,42.02,2786.68,4.29,1.80,3,6,2015,Normal,Low Season
2015-06-24,106613,2822,113428,37.78,-6815.04,-6.39,-2.41,4,6,2015,Normal,Low Season
2015-06-25,183844,4865,195366,37.79,-11521.91,-6.27,-2.37,5,6,2015,Normal,Low Season
2015-06-26,319580,8450,339242,37.82,-19661.90,-6.15,-2.33,6,6,2015,Normal,Low Season
2015-06-27,369246,9770,392018,37.79,-22772.21,-6.17,-2.33,7,6,2015,Normal,Low Season
2015-06-28,185648,4914,197095,37.78,-11446.62,-6.17,-2.33,1,6,2015,Normal,Low Season
2015-06-29,165558,4385,175871,37.76,-10313.35,-6.23,-2.35,2,6,2015,Normal,Low Season
2015-06-30,212465,5627,225679,37.76,-13213.85,-6.22,-2.35,3,6,2015,Normal,Low Season
2015-07-01,305232,8086,324249,37.75,-19016.93,-6.23,-2.35,4,7,2015,Normal,Low Season
2015-07-02,250482,6639,266062,37.73,-15580.31,-6.22,-2.35,5,7,2015,Normal,Low Season
2015-07-03,268410,7104,284593,37.78,-16182.51,-6.03,-2.28,6,7,2015,Normal,Low Season
2015-07-04,316365,8364,335025,37.82,-18659.58,-5.90,-2.23,7,7,2015,Normal,Low Season
2015-07-05,156873,4146,165969,37.84,-9095.58,-5.80,-2.19,1,7,2015,Normal,Low Season
2015-07-06,173988,4601,184189,37.82,-10201.23,-5.86,-2.22,2,7,2015,Normal,Low Season
2015-07-07,135754,3593,143800,37.78,-8045.83,-5.93,-2.24,3,7,2015,Normal,Low Season
2015-07-08,84427,2114,84589,39.94,-162.45,-0.19,-0.08,4,7,2015,Normal,Low Season
2015-07-09,70815,1797,71913,39.41,-1097.88,-1.55,-0.61,5,7,2015,Normal,Low Season
2015-07-10,125983,3195,127885,39.43,-1901.44,-1.51,-0.60,6,7,2015,Normal,Low Season
2015-07-11,142378,3595,143925,39.60,-1546.38,-1.09,-0.43,7,7,2015,Normal,Low Season
2015-07-12,57428,1467,58723,39.15,-1295.36,-2.26,-0.88,1,7,2015,Normal,Low Season
2015-07-13,63331,1610,64690,39.34,-1358.73,-2.15,-0.84,2,7,2015,Normal,Low Season
2015-07-14,51241,1307,52510,39.21,-1268.89,-2.48,-0.97,3,7,2015,Normal,Low Season
2015-07-15,80326,2050,81730,39.18,-1403.83,-1.75,-0.68,4,7,2015,Normal,Low Season
2015-07-16,71913,1849,73763,38.89,-1850.06,-2.57,-1.00,5,7,2015,Normal,Low Season
2015-07-17,119204,3070,122670,38.83,-3465.39,-2.91,-1.13,6,7,2015,Normal,Low Season
2015-07-18,129441,3322,132493,38.96,-3052.15,-2.36,-0.92,7,7,2015,Normal,Low Season
2015-07-19,77646,1982,79556,39.18,-1909.88,-2.46,-0.96,1,7,2015,Normal,Low Season
2015-07-20,69927,1787,71363,39.13,-1435.87,-2.05,-0.80,2,7,2015,Normal,Low Season
2015-07-21,71973,1846,73852,38.99,-1878.74,-2.61,-1.02,3,7,2015,Normal,Low Season
2015-07-22,44305,1142,45469,38.80,-1163.94,-2.63,-1.02,4,7,2015,Normal,Low Season
2015-07-23,66800,1734,69324,38.52,-2523.92,-3.78,-1.46,5,7,2015,Normal,Low Season
2015-07-24,125690,3259,130428,38.57,-4738.63,-3.77,-1.45,6,7,2015,Normal,Low Season
2015-07-25,138625,3572,143537,38.81,-4912.45,-3.54,-1.38,7,7,2015,Normal,Low Season
2015-07-26,81715,2109,85089,38.75,-3374.18,-4.13,-1.60,1,7,2015,Normal,Low Season
2015-07-27,86843,2242,90243,38.73,-3399.93,-3.92,-1.52,2,7,2015,Normal,Low Season
2015-07-28,56977,1474,59094,38.65,-2117.29,-3.72,-1.44,3,7,2015,Normal,Low Season
2015-07-29,53434,1381,55517,38.69,-2082.86,-3.90,-1.51,4,7,2015,Normal,Low Season
2015-07-30,55134,1423,57065,38.74,-1930.67,-3.50,-1.36,5,7,2015,Normal,Low Season
2015-07-31,145034,3740,149877,38.78,-4843.26,-3.34,-1.29,6,7,2015,Normal,Low Season
2015-08-01,173307,4453,178700,38.92,-5393.07,-3.11,-1.21,7,8,2015,Normal,Low Season
2015-08-02,88154,2258,90829,39.04,-2674.32,-3.03,-1.18,1,8,2015,Normal,Low Season
2015-08-03,81142,2074,83115,39.12,-1972.55,-2.43,-0.95,2,8,2015,Normal,Low Season
2015-08-04,77673,2007,80418,38.70,-2744.86,-3.53,-1.37,3,8,2015,Normal,Low Season
2015-08-05,75483,1948,78024,38.75,-2540.86,-3.37,-1.30,4,8,2015,Normal,Low Season
2015-08-06,74355,1922,76978,38.69,-2623.74,-3.53,-1.37,5,8,2015,Normal,Low Season
2015-08-07,120327,3088,123708,38.97,-3380.89,-2.81,-1.09,6,8,2015,Normal,Low Season
2015-08-08,131868,3388,135721,38.92,-3853.43,-2.92,-1.14,7,8,2015,Normal,Low Season
2015-08-09,75504,1944,77979,38.84,-2474.69,-3.28,-1.27,1,8,2015,Normal,Low Season
2015-08-10,69968,1812,72666,38.61,-2697.65,-3.86,-1.49,2,8,2015,Normal,Low Season
2015-08-11,60187,1563,62538,38.51,-2351.34,-3.91,-1.50,3,8,2015,Normal,Low Season
2015-08-12,44699,1171,46850,38.17,-2150.87,-4.81,-1.84,4,8,2015,Normal,Low Season
2015-08-13,39463,1035,41414,38.13,-1951.01,-4.94,-1.89,5,8,2015,Normal,Low Season
2015-08-14,85794,2247,89899,38.18,-4104.80,-4.78,-1.83,6,8,2015,Normal,Low Season
2015-08-15,117288,3068,122504,38.23,-5216.35,-4.45,-1.70,7,8,2015,Normal,Low Season
2015-08-16,71056,1866,74589,38.08,-3533.11,-4.97,-1.89,1,8,2015,Normal,Low Season
2015-08-17,64394,1690,67505,38.10,-3111.18,-4.83,-1.84,2,8,2015,Normal,Low Season
2015-08-18,35166,922,36842,38.14,-1676.00,-4.77,-1.82,3,8,2015,Normal,Low Season
2015-08-19,23234,604,24104,38.47,-869.90,-3.74,-1.44,4,8,2015,Normal,Low Season
2015-08-20,24755,643,25407,38.50,-652.22,-2.63,-1.01,5,8,2015,Normal,Low Season
2015-08-21,76691,2006,78692,38.23,-2000.67,-2.61,-1.00,6,8,2015,Normal,Low Season
2015-08-22,102231,2677,104713,38.19,-2481.80,-2.43,-0.93,7,8,2015,Normal,Low Season
2015-08-23,56975,1467,57549,38.84,-574.12,-1.01,-0.39,1,8,2015,Normal,Low Season
2015-08-24,59443,1528,59785,38.90,-342.70,-0.58,-0.22,2,8,2015,Normal,Low Season
2015-08-25,217683,6360,246976,34.23,-29292.37,-13.46,-4.61,3,8,2015,Normal,Low Season
2015-08-26,275459,8035,307092,34.28,-31633.47,-11.48,-3.94,4,8,2015,Normal,Low Season
2015-08-27,228732,6675,252845,34.27,-24113.58,-10.54,-3.61,5,8,2015,Normal,Low Season
2015-08-28,387639,11330,426783,34.21,-39144.18,-10.10,-3.45,6,8,2015,Normal,Low Season
2015-08-29,461188,13484,504578,34.20,-43390.18,-9.41,-3.22,7,8,2015,Normal,Low Season
2015-08-30,202250,5913,220152,34.20,-17902.51,-8.85,-3.03,1,8,2015,Normal,Low Season
2015-08-31,332560,9721,361970,34.21,-29410.52,-8.84,-3.03,2,8,2015,Normal,Low Season
2015-09-01,384807,11257,418102,34.18,-33294.83,-8.65,-2.96,3,9,2015,Normal,Mid Season
2015-09-02,345776,10102,373816,34.23,-28039.92,-8.11,-2.78,4,9,2015,Normal,Mid Season
2015-09-03,271551,7938,293344,34.21,-21792.78,-8.03,-2.75,5,9,2015,Normal,Mid Season
2015-09-04,340440,9936,366360,34.26,-25919.45,-7.61,-2.61,6,9,2015,Normal,Mid Season
2015-09-05,364417,10643,392128,34.24,-27711.57,-7.60,-2.60,7,9,2015,Normal,Mid Season
2015-09-06,164720,4800,176648,34.32,-11928.24,-7.24,-2.49,1,9,2015,Normal,Mid Season
2015-09-07,178921,5228,192508,34.22,-13586.43,-7.59,-2.60,2,9,2015,Normal,Mid Season
2015-09-08,70287,1810,66640,38.83,3647.30,5.19,2.02,3,9,2015,Normal,Mid Season
2015-09-09,76014,1961,72211,38.76,3802.57,5.00,1.94,4,9,2015,Normal,Mid Season
2015-09-10,48407,1232,45317,39.29,3090.24,6.38,2.51,5,9,2015,Normal,Mid Season
2015-09-11,85940,2194,81560,39.17,4380.18,5.10,2.00,6,9,2015,Normal,Mid Season
2015-09-12,57382,1469,54341,39.06,3040.86,5.30,2.07,7,9,2015,Normal,Mid Season
2015-09-13,32480,829,30764,39.18,1716.11,5.28,2.07,1,9,2015,Normal,Mid Season
2015-09-14,52160,1329,49656,39.25,2504.18,4.80,1.88,2,9,2015,Normal,Mid Season
2015-09-15,51003,1300,48602,39.23,2400.87,4.71,1.85,3,9,2015,Normal,Mid Season
2015-09-16,30195,773,28605,39.06,1589.26,5.26,2.06,4,9,2015,Normal,Mid Season
2015-09-17,29751,760,28084,39.15,1666.99,5.60,2.19,5,9,2015,Normal,Mid Season
2015-09-18,68505,1755,64882,39.03,3622.66,5.29,2.06,6,9,2015,Normal,Mid Season
2015-09-19,68997,1766,65212,39.07,3784.99,5.49,2.14,7,9,2015,Normal,Mid Season
2015-09-20,41856,1078,39629,38.83,2226.48,5.32,2.07,1,9,2015,Normal,Mid Season
2015-09-21,44303,1124,41485,39.42,2818.01,6.36,2.51,2,9,2015,Normal,Mid Season
2015-09-22,46599,1182,43807,39.42,2792.57,5.99,2.36,3,9,2015,Normal,Mid Season
2015-09-23,125183,3725,138584,33.61,-13401.08,-10.71,-3.60,4,9,2015,Normal,Mid Season
2015-09-24,150037,4492,167705,33.40,-17668.05,-11.78,-3.93,5,9,2015,Normal,Mid Season
2015-09-25,368038,11030,413541,33.37,-45503.12,-12.36,-4.13,6,9,2015,Normal,Mid Season
2015-09-26,351320,10528,397627,33.37,-46306.95,-13.18,-4.40,7,9,2015,Normal,Mid Season
2015-09-27,163290,4895,185404,33.36,-22114.11,-13.54,-4.52,1,9,2015,Normal,Mid Season
2015-09-28,190892,5720,216571,33.37,-25678.60,-13.45,-4.49,2,9,2015,Normal,Mid Season
2015-09-29,143082,4288,162929,33.37,-19846.89,-13.87,-4.63,3,9,2015,Normal,Mid Season
2015-09-30,323549,9693,368435,33.38,-44886.10,-13.87,-4.63,4,9,2015,Normal,Mid Season
2015-10-01,402312,12065,459286,33.35,-56973.47,-14.16,-4.72,5,10,2015,Normal,Mid Season
2015-10-02,393635,11758,448391,33.48,-54755.79,-13.91,-4.66,6,10,2015,Normal,Mid Season
2015-10-03,451100,13508,515549,33.40,-64449.33,-14.29,-4.77,7,10,2015,Normal,Mid Season
2015-10-04,202903,6085,232360,33.34,-29457.70,-14.52,-4.84,1,10,2015,Normal,Mid Season
2015-10-05,294558,8828,336898,33.37,-42340.28,-14.37,-4.80,2,10,2015,Normal,Mid Season
2015-10-06,221618,6636,253291,33.40,-31672.73,-14.29,-4.77,3,10,2015,Normal,Mid Season
2015-10-07,63968,1622,61943,39.44,2025.54,3.17,1.25,4,10,2015,Normal,Mid Season
2015-10-08,59610,1512,57736,39.42,1873.07,3.14,1.24,5,10,2015,Normal,Mid Season
2015-10-09,126588,3211,122622,39.42,3965.89,3.13,1.24,6,10,2015,Normal,Mid Season
2015-10-10,119755,3037,116004,39.43,3751.32,3.13,1.24,7,10,2015,Normal,Mid Season
2015-10-11,57413,1456,55618,39.43,1795.83,3.13,1.23,1,10,2015,Normal,Mid Season
2015-10-12,57749,1465,55933,39.42,1816.13,3.14,1.24,2,10,2015,Normal,Mid Season
2015-10-13,40141,1018,38881,39.43,1259.73,3.14,1.24,3,10,2015,Normal,Mid Season
2015-10-14,42196,1070,40869,39.44,1326.57,3.14,1.24,4,10,2015,Normal,Mid Season
2015-10-15,53491,1357,51799,39.42,1691.63,3.16,1.25,5,10,2015,Normal,Mid Season
2015-10-16,110809,2810,107332,39.43,3477.34,3.14,1.24,6,10,2015,Normal,Mid Season
2015-10-17,111527,2829,108024,39.42,3503.41,3.14,1.24,7,10,2015,Normal,Mid Season
2015-10-18,59808,1517,57937,39.43,1870.68,3.13,1.23,1,10,2015,Normal,Mid Season
2015-10-19,55166,1399,53437,39.43,1729.33,3.13,1.24,2,10,2015,Normal,Mid Season
2015-10-20,42055,1067,40736,39.41,1318.53,3.14,1.24,3,10,2015,Normal,Mid Season
2015-10-21,53678,1361,52000,39.44,1678.32,3.13,1.23,4,10,2015,Normal,Mid Season
2015-10-22,55930,1419,54178,39.42,1752.48,3.13,1.24,5,10,2015,Normal,Mid Season
2015-10-23,185771,5042,192527,36.84,-6756.01,-3.64,-1.34,6,10,2015,Normal,Mid Season
2015-10-24,253117,6872,262410,36.83,-9292.66,-3.67,-1.35,7,10,2015,Normal,Mid Season
2015-10-25,118618,3218,122915,36.86,-4296.81,-3.62,-1.34,1,10,2015,Normal,Mid Season
2015-10-26,123321,3347,128134,36.85,-4812.99,-3.90,-1.44,2,10,2015,Normal,Mid Season
2015-10-27,117051,3177,122175,36.84,-5123.72,-4.38,-1.61,3,10,2015,Normal,Mid Season
2015-10-28,159300,4532,174699,35.15,-15399.09,-9.67,-3.40,4,10,2015,Normal,Mid Season
2015-10-29,119047,3231,124349,36.85,-5301.86,-4.45,-1.64,5,10,2015,Normal,Mid Season
2015-10-30,285082,7731,297628,36.88,-12545.72,-4.40,-1.62,6,10,2015,Normal,Mid Season
2015-10-31,391656,11148,429833,35.13,-38176.62,-9.75,-3.42,7,10,2015,Normal,Mid Season
2015-11-01,274815,7459,287978,36.84,-13163.40,-4.79,-1.76,1,11,2015,Normal,Peak Season
2015-11-02,269555,7316,281915,36.84,-12360.17,-4.59,-1.69,2,11,2015,Normal,Peak Season
2015-11-03,192001,5211,201126,36.85,-9124.74,-4.75,-1.75,3,11,2015,Normal,Peak Season
2015-11-04,201368,5731,220580,35.14,-19212.21,-9.54,-3.35,4,11,2015,Normal,Peak Season
2015-11-05,111875,3036,116637,36.85,-4762.48,-4.26,-1.57,5,11,2015,Normal,Peak Season
2015-11-06,214540,5822,223738,36.85,-9198.10,-4.29,-1.58,6,11,2015,Normal,Peak Season
2015-11-07,280264,7987,306935,35.09,-26670.92,-9.52,-3.34,7,11,2015,Normal,Peak Season
2015-11-08,134137,3640,140236,36.85,-6099.57,-4.55,-1.68,1,11,2015,Normal,Peak Season
2015-11-09,94243,2338,89949,40.31,4294.16,4.56,1.84,2,11,2015,Normal,Peak Season
2015-11-10,131436,3744,143823,35.11,-12387.19,-9.42,-3.31,3,11,2015,Normal,Peak Season
2015-11-11,147894,4216,161666,35.08,-13771.66,-9.31,-3.27,4,11,2015,Normal,Peak Season
2015-11-12,140238,4000,153481,35.06,-13243.06,-9.44,-3.31,5,11,2015,Normal,Peak Season
2015-11-13,358184,10204,391310,35.10,-33126.55,-9.25,-3.25,6,11,2015,Normal,Peak Season
2015-11-14,377937,10769,413010,35.09,-35073.09,-9.28,-3.26,7,11,2015,Normal,Peak Season
2015-11-15,168730,4803,184673,35.13,-15943.53,-9.45,-3.32,1,11,2015,Normal,Peak Season
2015-11-16,177193,5042,193615,35.14,-16422.73,-9.27,-3.26,2,11,2015,Normal,Peak Season
2015-11-17,152369,4342,166625,35.09,-14256.62,-9.36,-3.28,3,11,2015,Normal,Peak Season
2015-11-18,147472,4202,161403,35.10,-13931.11,-9.45,-3.32,4,11,2015,Normal,Peak Season
2015-11-19,145697,4151,159318,35.10,-13620.46,-9.35,-3.28,5,11,2015,Normal,Peak Season
2015-11-20,301034,8567,328965,35.14,-27931.16,-9.28,-3.26,6,11,2015,Normal,Peak Season
2015-11-21,309518,8811,338720,35.13,-29201.95,-9.43,-3.31,7,11,2015,Normal,Peak Season
2015-11-22,152505,4345,167601,35.10,-15096.02,-9.90,-3.47,1,11,2015,Normal,Peak Season
2015-11-23,79712,1937,74376,41.15,5335.79,6.69,2.75,2,11,2015,Normal,Peak Season
2015-11-24,111021,3160,121457,35.13,-10435.14,-9.40,-3.30,3,11,2015,Normal,Peak Season
2015-11-25,243161,6924,266054,35.12,-22893.11,-9.41,-3.31,4,11,2015,Normal,Peak Season
2015-11-26,311443,9273,355344,33.59,-43900.69,-14.10,-4.73,5,11,2015,Normal,Peak Season
2015-11-27,375876,11257,431326,33.39,-55449.67,-14.75,-4.93,6,11,2015,Normal,Peak Season
2015-11-28,434640,13019,498896,33.39,-64255.96,-14.78,-4.94,7,11,2015,Normal,Peak Season
2015-11-29,238638,7139,274094,33.43,-35455.76,-14.86,-4.97,1,11,2015,Normal,Peak Season
2015-11-30,260654,7423,283981,35.11,-23327.48,-8.95,-3.14,2,11,2015,Normal,Peak Season
2015-12-01,262395,7474,285839,35.11,-23443.78,-8.93,-3.14,3,12,2015,Normal,Peak Season
2015-12-02,248438,7056,269808,35.21,-21369.91,-8.60,-3.03,4,12,2015,Normal,Peak Season
2015-12-03,201049,5732,219110,35.07,-18061.56,-8.98,-3.15,5,12,2015,Normal,Peak Season
2015-12-04,317691,9038,345450,35.15,-27758.77,-8.74,-3.07,6,12,2015,Normal,Peak Season
2015-12-05,378528,10737,410385,35.25,-31857.16,-8.42,-2.97,7,12,2015,Normal,Peak Season
2015-12-06,195425,5505,210461,35.50,-15036.00,-7.69,-2.73,1,12,2015,Normal,Peak Season
2015-12-07,90442,2198,84000,41.15,6442.01,7.12,2.93,2,12,2015,Normal,Peak Season
2015-12-08,117649,3190,121640,36.88,-3991.38,-3.39,-1.25,3,12,2015,Normal,Peak Season
2015-12-09,141285,3814,145443,37.04,-4157.65,-2.94,-1.09,4,12,2015,Normal,Peak Season
2015-12-10,133184,3610,137726,36.89,-4542.18,-3.41,-1.26,5,12,2015,Normal,Peak Season
2015-12-11,229672,6227,237672,36.88,-7999.76,-3.48,-1.28,6,12,2015,Normal,Peak Season
2015-12-12,333489,9422,359621,35.39,-26132.28,-7.84,-2.77,7,12,2015,Normal,Peak Season
2015-12-13,185423,5014,191390,36.98,-5967.52,-3.22,-1.19,1,12,2015,Normal,Peak Season
2015-12-14,173833,4715,179871,36.87,-6037.92,-3.47,-1.28,2,12,2015,Normal,Peak Season
2015-12-15,220272,6212,237123,35.46,-16851.62,-7.65,-2.71,3,12,2015,Normal,Peak Season
2015-12-16,234468,6585,251494,35.61,-17025.84,-7.26,-2.59,4,12,2015,Normal,Peak Season
2015-12-17,213778,6051,230994,35.33,-17216.22,-8.05,-2.85,5,12,2015,Normal,Peak Season
2015-12-18,273563,7750,295855,35.30,-22291.54,-8.15,-2.88,6,12,2015,Normal,Peak Season
2015-12-19,337507,9490,362223,35.56,-24716.37,-7.32,-2.60,7,12,2015,Normal,Peak Season
2015-12-20,155313,4382,167422,35.44,-12109.19,-7.80,-2.76,1,12,2015,Normal,Peak Season
2015-12-21,289243,8196,312785,35.29,-23541.59,-8.14,-2.87,2,12,2015,Normal,Peak Season
2015-12-22,313125,8863,338300,35.33,-25174.29,-8.04,-2.84,3,12,2015,Normal,Peak Season
2015-12-23,268330,6534,249584,41.07,18746.18,6.99,2.87,4,12,2015,Normal,Peak Season
2015-12-24,392228,9540,364396,41.11,27831.94,7.10,2.92,5,12,2015,Normal,Peak Season
2015-12-25,133729,3256,124364,41.07,9365.43,7.00,2.88,6,12,2015,Normal,Peak Season
2015-12-26,82778,2013,76876,41.12,5901.95,7.13,2.93,7,12,2015,Normal,Peak Season
2015-12-27,69523,1692,64616,41.09,4906.76,7.06,2.90,1,12,2015,Normal,Peak Season
2015-12-28,133021,3234,123501,41.13,9520.49,7.16,2.94,2,12,2015,Normal,Peak Season
2015-12-29,161268,4592,175378,35.12,-14110.63,-8.75,-3.07,3,12,2015,Normal,Peak Season
2015-12-30,208583,5945,227060,35.09,-18477.04,-8.86,-3.11,4,12,2015,Normal,Peak Season
2015-12-31,325458,9266,353930,35.12,-28472.21,-8.75,-3.07,5,12,2015,Normal,Peak Season
2016-01-01,111650,3179,121448,35.12,-9798.04,-8.78,-3.08,6,1,2016,Normal,Peak Season
2016-01-02,262421,7479,285676,35.09,-23254.56,-8.86,-3.11,7,1,2016,Normal,Peak Season
2016-01-03,164528,4694,179309,35.05,-14781.41,-8.98,-3.15,1,1,2016,Normal,Peak Season
2016-01-04,274990,7843,299576,35.06,-24586.09,-8.94,-3.13,2,1,2016,Normal,Peak Season
2016-01-05,215738,6150,234642,35.08,-18904.24,-8.76,-3.07,3,1,2016,Normal,Peak Season
2016-01-06,98647,2401,91611,41.09,7036.42,7.13,2.93,4,1,2016,Normal,Peak Season
2016-01-07,74401,1808,68989,41.15,5412.35,7.27,2.99,5,1,2016,Normal,Peak Season
2016-01-08,106592,2594,99022,41.09,7570.66,7.10,2.92,6,1,2016,Normal,Peak Season
2016-01-09,134630,3274,124963,41.12,9666.19,7.18,2.95,7,1,2016,Normal,Peak Season
2016-01-10,90774,2207,84299,41.13,6474.36,7.13,2.93,1,1,2016,Normal,Peak Season
2016-01-11,121373,2949,112550,41.16,8822.64,7.27,2.99,2,1,2016,Normal,Peak Season
2016-01-12,99446,2417,92227,41.14,7219.04,7.26,2.99,3,1,2016,Normal,Peak Season
2016-01-13,67588,1644,62760,41.11,4827.19,7.14,2.94,4,1,2016,Normal,Peak Season
2016-01-14,61686,1499,57191,41.15,4494.50,7.29,3.00,5,1,2016,Normal,Peak Season
2016-01-15,150007,3648,139245,41.12,10762.03,7.17,2.95,6,1,2016,Normal,Peak Season
2016-01-16,191287,4652,177577,41.12,13710.07,7.17,2.95,7,1,2016,Normal,Peak Season
2016-01-17,92595,2252,86018,41.12,6577.27,7.10,2.92,1,1,2016,Normal,Peak Season
2016-01-18,96947,2357,89961,41.13,6985.69,7.21,2.96,2,1,2016,Normal,Peak Season
2016-01-19,70513,1715,65453,41.12,5059.62,7.18,2.95,3,1,2016,Normal,Peak Season
2016-01-20,159590,4776,182351,33.42,-22760.65,-14.26,-4.77,4,1,2016,Normal,Peak Season
2016-01-21,67046,1628,61894,41.18,5152.01,7.68,3.16,5,1,2016,Normal,Peak Season
2016-01-22,266949,7806,294323,34.20,-27373.69,-10.25,-3.51,6,1,2016,Normal,Peak Season
2016-01-23,315272,9210,346093,34.23,-30820.84,-9.78,-3.35,7,1,2016,Normal,Peak Season
2016-01-24,149139,4351,163506,34.28,-14366.79,-9.63,-3.30,1,1,2016,Normal,Peak Season
2016-01-25,215171,6278,234622,34.27,-19450.56,-9.04,-3.10,2,1,2016,Normal,Peak Season
2016-01-26,205198,5992,221932,34.25,-16733.68,-8.15,-2.79,3,1,2016,Normal,Peak Season
2016-01-27,214452,6265,231730,34.23,-17277.98,-8.06,-2.76,4,1,2016,Normal,Peak Season
2016-01-28,195768,5723,210640,34.21,-14871.87,-7.60,-2.60,5,1,2016,Normal,Peak Season
2016-01-29,397984,11900,437199,33.44,-39214.60,-9.85,-3.30,6,1,2016,Normal,Peak Season
2016-01-30,512603,15345,561872,33.41,-49269.10,-9.61,-3.21,7,1,2016,Normal,Peak Season
2016-01-31,218104,6525,238662,33.43,-20558.13,-9.43,-3.15,1,1,2016,Normal,Peak Season
2016-02-01,339004,10153,371177,33.39,-32172.85,-9.49,-3.17,2,2,2016,Normal,Mid Season
2016-02-02,278116,8116,295646,34.27,-17529.26,-6.30,-2.16,3,2,2016,Normal,Mid Season
2016-02-03,264159,7712,280392,34.25,-16232.97,-6.15,-2.10,4,2,2016,Normal,Mid Season
2016-02-04,197778,5759,209372,34.34,-11594.16,-5.86,-2.01,5,2,2016,Normal,Mid Season
2016-02-05,325749,9501,345288,34.29,-19538.80,-6.00,-2.06,6,2,2016,Normal,Mid Season
2016-02-06,371562,10840,393884,34.28,-22322.46,-6.01,-2.06,7,2,2016,Normal,Mid Season
2016-02-07,174582,5089,185041,34.31,-10459.14,-5.99,-2.06,1,2,2016,Normal,Mid Season
2016-02-08,208489,6087,221373,34.25,-12883.47,-6.18,-2.12,2,2,2016,Normal,Mid Season
2016-02-09,84495,2053,74682,41.16,9812.90,11.61,4.78,3,2,2016,Normal,Mid Season
2016-02-10,76661,1825,66380,42.01,10281.69,13.41,5.63,4,2,2016,Normal,Mid Season
2016-02-11,64035,1525,55491,41.99,8543.60,13.34,5.60,5,2,2016,Normal,Mid Season
2016-02-12,148840,3542,129583,42.02,19256.48,12.94,5.44,6,2,2016,Normal,Mid Season
2016-02-13,172542,4105,150539,42.03,22002.52,12.75,5.36,7,2,2016,Normal,Mid Season
2016-02-14,87992,2094,76379,42.02,11613.16,13.20,5.55,1,2,2016,Normal,Mid Season
2016-02-15,123445,2940,108669,41.99,14776.16,11.97,5.03,2,2,2016,Normal,Mid Season
2016-02-16,77345,1841,68269,42.01,9075.44,11.73,4.93,3,2,2016,Normal,Mid Season
2016-02-17,158963,4529,167522,35.10,-8558.50,-5.38,-1.89,4,2,2016,Normal,Mid Season
2016-02-18,69598,1658,61493,41.98,8105.10,11.65,4.89,5,2,2016,Normal,Mid Season
2016-02-19,161276,3841,143446,41.99,17829.24,11.06,4.64,6,2,2016,Normal,Mid Season
2016-02-20,325215,9260,345446,35.12,-20230.93,-6.22,-2.18,7,2,2016,Normal,Mid Season
2016-02-21,96957,2308,86455,42.01,10501.80,10.83,4.55,1,2,2016,Normal,Mid Season
2016-02-22,85224,2028,75961,42.02,9263.76,10.87,4.57,2,2,2016,Normal,Mid Season
2016-02-23,54613,1301,49072,41.98,5541.08,10.15,4.26,3,2,2016,Normal,Mid Season
2016-02-24,81531,2213,81738,36.84,-207.44,-0.25,-0.09,4,2,2016,Normal,Mid Season
2016-02-25,160948,4404,162597,36.55,-1649.96,-1.03,-0.37,5,2,2016,Normal,Mid Season
2016-02-26,188736,4935,183103,38.24,5633.01,2.98,1.14,6,2,2016,Normal,Mid Season
2016-02-27,215952,5609,210033,38.50,5918.72,2.74,1.06,7,2,2016,Normal,Mid Season
2016-02-28,134996,3452,129939,39.11,5057.15,3.75,1.46,1,2,2016,Normal,Mid Season
2016-02-29,163079,4270,160333,38.19,2746.79,1.68,0.64,2,2,2016,Normal,Mid Season
2016-03-01,180829,4719,182962,38.32,-2133.66,-1.18,-0.45,3,3,2016,Normal,Mid Season
2016-03-02,171196,4451,174429,38.46,-3232.51,-1.89,-0.73,4,3,2016,Normal,Mid Season
2016-03-03,129719,3364,131962,38.56,-2242.88,-1.73,-0.67,5,3,2016,Normal,Mid Season
2016-03-04,142128,3665,144039,38.78,-1911.77,-1.35,-0.52,6,3,2016,Normal,Mid Season
2016-03-05,152124,3889,153378,39.12,-1253.10,-0.82,-0.32,7,3,2016,Normal,Mid Season
2016-03-06,74133,1882,74332,39.39,-199.49,-0.27,-0.11,1,3,2016,Normal,Mid Season
2016-03-07,91143,2405,95168,37.90,-4024.50,-4.42,-1.67,2,3,2016,Normal,Mid Season
2016-03-08,60528,1577,62343,38.38,-1814.79,-3.00,-1.15,3,3,2016,Normal,Mid Season
2016-03-09,38341,913,35918,41.99,2422.26,6.32,2.65,4,3,2016,Normal,Mid Season
2016-03-10,37453,892,35108,41.99,2344.81,6.26,2.63,5,3,2016,Normal,Mid Season
2016-03-11,77997,1855,73052,42.05,4945.37,6.34,2.67,6,3,2016,Normal,Mid Season
2016-03-12,79752,1897,74963,42.04,4789.47,6.01,2.52,7,3,2016,Normal,Mid Season
2016-03-13,37156,883,34963,42.08,2192.76,5.90,2.48,1,3,2016,Normal,Mid Season
